Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene type
ENSG00000247516	ENSG00000247516.8	ENST00000669539	ENST00000669539.1	MIR4458HG	MIR4458 host gene [Source:HGNC Symbol;Acc:HGNC:49008]	5	8450701	8486930	lncRNA
ENSG00000256888	ENSG00000256888.6	ENST00000669563	ENST00000669563.1	LINC02366	long intergenic non-protein coding RNA 2366 [Source:HGNC Symbol;Acc:HGNC:53289]	12	10750188	10777446	lncRNA
ENSG00000075711	ENSG00000075711.21	ENST00000669565	ENST00000669565.1	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	3	197042560	197299330	protein_coding
ENSG00000247877	ENSG00000247877.8	ENST00000669567	ENST00000669567.1	FAM174A-DT	FAM174A divergent transcript [Source:HGNC Symbol;Acc:HGNC:55584]	5	100428124	100535262	lncRNA
ENSG00000112992	ENSG00000112992.18	ENST00000669601	ENST00000669601.1	NNT	nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863]	5	43602692	43707405	protein_coding
ENSG00000255250	ENSG00000255250.2	ENST00000669614	ENST00000669614.1		novel transcript	11	86727355	86765467	lncRNA
ENSG00000287605	ENSG00000287605.1	ENST00000669633	ENST00000669633.1		novel transcript	3	182149430	182158313	lncRNA
ENSG00000248555	ENSG00000248555.7	ENST00000669667	ENST00000669667.1	LINC01339	long intergenic non-protein coding RNA 1339 [Source:HGNC Symbol;Acc:HGNC:50549]	5	90153052	90290078	lncRNA
ENSG00000247516	ENSG00000247516.8	ENST00000669668	ENST00000669668.1	MIR4458HG	MIR4458 host gene [Source:HGNC Symbol;Acc:HGNC:49008]	5	8450701	8486930	lncRNA
ENSG00000286556	ENSG00000286556.1	ENST00000669717	ENST00000669717.1		novel transcript	5	9789295	9812664	lncRNA
ENSG00000286870	ENSG00000286870.1	ENST00000669801	ENST00000669801.1		novel transcript	3	197333944	197340706	lncRNA
ENSG00000256025	ENSG00000256025.2	ENST00000669813	ENST00000669813.1	CACNA1C-AS4	CACNA1C antisense RNA 4 [Source:HGNC Symbol;Acc:HGNC:40116]	12	2219485	2223479	lncRNA
ENSG00000259572	ENSG00000259572.7	ENST00000669849	ENST00000669849.1	LINC01491	long intergenic non-protein coding RNA 1491 [Source:HGNC Symbol;Acc:HGNC:51148]	15	47774219	47846266	lncRNA
ENSG00000240057	ENSG00000240057.8	ENST00000669894	ENST00000669894.1	NEPRO-AS1	NEPRO antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41049]	3	113019468	113184377	lncRNA
ENSG00000103723	ENSG00000103723.17	ENST00000669930	ENST00000669930.1	AP3B2	adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567]	15	82659281	82710112	protein_coding
ENSG00000248455	ENSG00000248455.8	ENST00000669953	ENST00000669953.1	LINC02217	long intergenic non-protein coding RNA 2217 [Source:HGNC Symbol;Acc:HGNC:53084]	5	17403889	17443619	lncRNA
ENSG00000249364	ENSG00000249364.7	ENST00000670173	ENST00000670173.1	LINC02997	long intergenic non-protein coding RNA 2997 [Source:HGNC Symbol;Acc:HGNC:56113]	5	67379378	67806600	lncRNA
ENSG00000247516	ENSG00000247516.8	ENST00000670196	ENST00000670196.1	MIR4458HG	MIR4458 host gene [Source:HGNC Symbol;Acc:HGNC:49008]	5	8450701	8486930	lncRNA
ENSG00000230102	ENSG00000230102.8	ENST00000670206	ENST00000670206.1	LINC02028	long intergenic non-protein coding RNA 2028 [Source:HGNC Symbol;Acc:HGNC:27718]	3	194005259	194071025	lncRNA
ENSG00000287237	ENSG00000287237.1	ENST00000670207	ENST00000670207.1		novel transcript, antisense to PLXNC1	12	94260548	94262299	lncRNA
ENSG00000241135	ENSG00000241135.8	ENST00000670208	ENST00000670208.1	LINC00881	long intergenic non-protein coding RNA 881 [Source:HGNC Symbol;Acc:HGNC:48567]	3	157089634	157135557	lncRNA
ENSG00000254427	ENSG00000254427.3	ENST00000670220	ENST00000670220.1	LINC02696	long intergenic non-protein coding RNA 2696 [Source:HGNC Symbol;Acc:HGNC:54210]	11	45355371	45367577	lncRNA
ENSG00000258785	ENSG00000258785.7	ENST00000670232	ENST00000670232.1	LINC01580	long intergenic non-protein coding RNA 1580 [Source:HGNC Symbol;Acc:HGNC:51414]	15	93894431	93984150	lncRNA
ENSG00000249436	ENSG00000249436.2	ENST00000670275	ENST00000670275.1	LNCBRM	lncRNA SMARCA2 (BRM) associated [Source:HGNC Symbol;Acc:HGNC:52752]	5	57574027	57619816	lncRNA
ENSG00000226320	ENSG00000226320.6	ENST00000670306	ENST00000670306.1	LINC01811	long intergenic non-protein coding RNA 1811 [Source:HGNC Symbol;Acc:HGNC:52615]	3	33956972	34677247	lncRNA
ENSG00000286331	ENSG00000286331.1	ENST00000670307	ENST00000670307.1		novel transcript	5	150427904	150429906	lncRNA
ENSG00000286816	ENSG00000286816.1	ENST00000670317	ENST00000670317.1		novel transcript	11	64486136	64490674	lncRNA
ENSG00000249436	ENSG00000249436.2	ENST00000670346	ENST00000670346.1	LNCBRM	lncRNA SMARCA2 (BRM) associated [Source:HGNC Symbol;Acc:HGNC:52752]	5	57574027	57619816	lncRNA
ENSG00000254661	ENSG00000254661.3	ENST00000670379	ENST00000670379.1	LINC02682	long intergenic non-protein coding RNA 2682 [Source:HGNC Symbol;Acc:HGNC:54177]	11	15910528	15930951	lncRNA
ENSG00000258676	ENSG00000258676.5	ENST00000670432	ENST00000670432.1		novel transcript	15	92580741	92600545	lncRNA
ENSG00000075711	ENSG00000075711.21	ENST00000670455	ENST00000670455.1	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	3	197042560	197299330	protein_coding
ENSG00000287675	ENSG00000287675.1	ENST00000670484	ENST00000670484.1		novel transcript	12	99985045	99985619	lncRNA
ENSG00000255717	ENSG00000255717.9	ENST00000670502	ENST00000670502.1	SNHG1	small nucleolar RNA host gene 1 [Source:HGNC Symbol;Acc:HGNC:32688]	11	62851978	62855953	lncRNA
ENSG00000237222	ENSG00000237222.4	ENST00000670519	ENST00000670519.1	LINC01968	long intergenic non-protein coding RNA 1968 [Source:HGNC Symbol;Acc:HGNC:52794]	3	194708093	194826008	lncRNA
ENSG00000287073	ENSG00000287073.1	ENST00000670579	ENST00000670579.1		novel transcript	3	194708010	194709395	lncRNA
ENSG00000251273	ENSG00000251273.4	ENST00000670589	ENST00000670589.1	LINC02228	long intergenic non-protein coding RNA 2228 [Source:HGNC Symbol;Acc:HGNC:53097]	5	25087450	25190956	lncRNA
ENSG00000237222	ENSG00000237222.4	ENST00000670592	ENST00000670592.1	LINC01968	long intergenic non-protein coding RNA 1968 [Source:HGNC Symbol;Acc:HGNC:52794]	3	194708093	194826008	lncRNA
ENSG00000247213	ENSG00000247213.7	ENST00000670674	ENST00000670674.1	LINC01498	long intergenic non-protein coding RNA 1498 [Source:HGNC Symbol;Acc:HGNC:51164]	12	108434130	108515023	lncRNA
ENSG00000241956	ENSG00000241956.11	ENST00000670703	ENST00000670703.1	LINC03000	long intergenic non-protein coding RNA 3000 [Source:HGNC Symbol;Acc:HGNC:56116]	5	164296696	165171643	lncRNA
ENSG00000241696	ENSG00000241696.2	ENST00000670709	ENST00000670709.1	LINC02053	long intergenic non-protein coding RNA 2053 [Source:HGNC Symbol;Acc:HGNC:52893]	3	180413008	180476778	lncRNA
ENSG00000214145	ENSG00000214145.8	ENST00000670716	ENST00000670716.1	LINC00887	long intergenic non-protein coding RNA 887 [Source:HGNC Symbol;Acc:HGNC:48574]	3	194296191	194322871	lncRNA
ENSG00000258343	ENSG00000258343.2	ENST00000670743	ENST00000670743.1	SNRPF-DT	SNRPF divergent transcript [Source:HGNC Symbol;Acc:HGNC:55452]	12	95791733	95858839	lncRNA
ENSG00000260477	ENSG00000260477.8	ENST00000670766	ENST00000670766.1	LINC01584	long intergenic non-protein coding RNA 1584 [Source:HGNC Symbol;Acc:HGNC:51426]	15	86078809	86116747	lncRNA
ENSG00000225548	ENSG00000225548.7	ENST00000670767	ENST00000670767.1	LINC01980	long intergenic non-protein coding RNA 1980 [Source:HGNC Symbol;Acc:HGNC:52808]	3	27797552	27931579	lncRNA
ENSG00000256499	ENSG00000256499.2	ENST00000670792	ENST00000670792.1	LINC02468	long intergenic non-protein coding RNA 2468 [Source:HGNC Symbol;Acc:HGNC:53406]	12	20120980	20136163	lncRNA
ENSG00000257259	ENSG00000257259.3	ENST00000670826	ENST00000670826.1	LINC02388	long intergenic non-protein coding RNA 2388 [Source:HGNC Symbol;Acc:HGNC:53315]	12	58565959	58781747	lncRNA
ENSG00000198690	ENSG00000198690.10	ENST00000670849	ENST00000670849.1	FAN1	FANCD2 and FANCI associated nuclease 1 [Source:HGNC Symbol;Acc:HGNC:29170]	15	30890559	30943108	protein_coding
ENSG00000288020	ENSG00000288020.1	ENST00000670874	ENST00000670874.1		novel transcript	11	115734848	115756926	lncRNA
ENSG00000287482	ENSG00000287482.1	ENST00000670881	ENST00000670881.1		novel transcript	15	25091786	25107469	lncRNA
ENSG00000112992	ENSG00000112992.18	ENST00000670904	ENST00000670904.1	NNT	nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863]	5	43602692	43707405	protein_coding
ENSG00000075711	ENSG00000075711.21	ENST00000670935	ENST00000670935.1	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	3	197042560	197299330	protein_coding
ENSG00000287840	ENSG00000287840.1	ENST00000670947	ENST00000670947.1		novel transcript, antisense to AVEN	15	33985406	33988268	lncRNA
ENSG00000233153	ENSG00000233153.6	ENST00000670967	ENST00000670967.1	UBE2E2-DT	UBE2E2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:44512]	3	23194929	23202703	lncRNA
ENSG00000286897	ENSG00000286897.1	ENST00000671030	ENST00000671030.1		novel transcript	15	58749923	58761004	lncRNA
ENSG00000250250	ENSG00000250250.2	ENST00000671066	ENST00000671066.1	CTD-2350J17.1	uncharacterized LOC101929472 [Source:NCBI gene (formerly Entrezgene);Acc:101929472]	5	15602189	15619109	lncRNA
ENSG00000249343	ENSG00000249343.3	ENST00000671086	ENST00000671086.1	LINC01333	long intergenic non-protein coding RNA 1333 [Source:HGNC Symbol;Acc:HGNC:50539]	5	74321293	74341236	lncRNA
ENSG00000287882	ENSG00000287882.1	ENST00000671101	ENST00000671101.1		novel transcript	3	72301616	72319429	lncRNA
ENSG00000286410	ENSG00000286410.1	ENST00000671114	ENST00000671114.1		novel transcript, antisense to SLC41A2	12	104858838	104871765	lncRNA
ENSG00000258162	ENSG00000258162.4	ENST00000671127	ENST00000671127.1		novel transcript, antisense to PPFIA2	12	81378042	81556637	lncRNA
ENSG00000224078	ENSG00000224078.15	ENST00000671136	ENST00000671136.1	SNHG14	small nucleolar RNA host gene 14 [Source:HGNC Symbol;Acc:HGNC:37462]	15	24978583	25420336	lncRNA
ENSG00000254968	ENSG00000254968.8	ENST00000671165	ENST00000671165.1	LINC02763	long intergenic non-protein coding RNA 2763 [Source:HGNC Symbol;Acc:HGNC:54282]	11	112393118	112624567	lncRNA
ENSG00000287447	ENSG00000287447.1	ENST00000671167	ENST00000671167.1		novel transcript, antisense to FAM172A	5	93790505	93801320	lncRNA
ENSG00000259284	ENSG00000259284.2	ENST00000671175	ENST00000671175.1	LINC02349	long intergenic non-protein coding RNA 2349 [Source:HGNC Symbol;Acc:HGNC:53271]	15	61729765	61731389	lncRNA
ENSG00000075711	ENSG00000075711.21	ENST00000671185	ENST00000671185.1	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	3	197042560	197299330	protein_coding
ENSG00000163681	ENSG00000163681.17	ENST00000671191	ENST00000671191.1	SLMAP	sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]	3	57755450	57930003	protein_coding
ENSG00000075711	ENSG00000075711.21	ENST00000671246	ENST00000671246.1	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	3	197042560	197299330	protein_coding
ENSG00000259591	ENSG00000259591.2	ENST00000671250	ENST00000671250.1		novel transcript, antisense to RORA	15	60763593	60765625	lncRNA
ENSG00000229855	ENSG00000229855.9	ENST00000671264	ENST00000671264.1		novel transcript	5	121164687	121359869	lncRNA
ENSG00000251574	ENSG00000251574.8	ENST00000671304	ENST00000671304.1		novel transcript	5	104383298	105392970	lncRNA
ENSG00000239767	ENSG00000239767.2	ENST00000671319	ENST00000671319.1		novel transcript	3	86258936	86267424	lncRNA
ENSG00000242816	ENSG00000242816.2	ENST00000671465	ENST00000671465.1		novel transcript	3	117719859	117794384	lncRNA
ENSG00000256389	ENSG00000256389.2	ENST00000671474	ENST00000671474.1		novel transcript	12	17479446	17709867	lncRNA
ENSG00000261407	ENSG00000261407.2	ENST00000671490	ENST00000671490.1		novel transcript, antisense to ABHD2	15	89087078	89088377	lncRNA
ENSG00000257242	ENSG00000257242.9	ENST00000671521	ENST00000671521.1	LINC01619	long intergenic non-protein coding RNA 1619 [Source:HGNC Symbol;Acc:HGNC:27409]	12	91984976	92142914	lncRNA
ENSG00000260192	ENSG00000260192.3	ENST00000671535	ENST00000671535.1	LINC02240	long intergenic non-protein coding RNA 2240 [Source:HGNC Symbol;Acc:HGNC:53118]	5	124808981	125602227	lncRNA
ENSG00000241231	ENSG00000241231.2	ENST00000671542	ENST00000671542.1		novel transcript	3	181372732	181442597	lncRNA
ENSG00000287339	ENSG00000287339.1	ENST00000671545	ENST00000671545.1		novel transcript	12	127149955	127161259	lncRNA
ENSG00000258676	ENSG00000258676.5	ENST00000671549	ENST00000671549.1		novel transcript	15	92580741	92600545	lncRNA
ENSG00000287199	ENSG00000287199.1	ENST00000671562	ENST00000671562.1		novel transcript	5	24478516	24480057	lncRNA
ENSG00000226320	ENSG00000226320.6	ENST00000671575	ENST00000671575.1	LINC01811	long intergenic non-protein coding RNA 1811 [Source:HGNC Symbol;Acc:HGNC:52615]	3	33956972	34677247	lncRNA
ENSG00000112992	ENSG00000112992.18	ENST00000671668	ENST00000671668.1	NNT	nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863]	5	43602692	43707405	protein_coding
ENSG00000139163	ENSG00000139163.16	ENST00000671733	ENST00000671733.1	ETNK1	ethanolamine kinase 1 [Source:HGNC Symbol;Acc:HGNC:24649]	12	22625075	22690665	protein_coding
ENSG00000158987	ENSG00000158987.22	ENST00000671916	ENST00000671916.1	RAPGEF6	Rap guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:20655]	5	131423921	131635231	protein_coding
ENSG00000061938	ENSG00000061938.21	ENST00000672024	ENST00000672024.1	TNK2	tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]	3	195863364	195911945	protein_coding
ENSG00000182606	ENSG00000182606.17	ENST00000672026	ENST00000672026.1	TRAK1	trafficking kinesin protein 1 [Source:HGNC Symbol;Acc:HGNC:29947]	3	42013802	42225890	protein_coding
ENSG00000134575	ENSG00000134575.13	ENST00000672073	ENST00000672073.1	ACP2	acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:123]	11	47239302	47248906	protein_coding
ENSG00000114115	ENSG00000114115.10	ENST00000672186	ENST00000672186.1	RBP1	retinol binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9919]	3	139517434	139539829	protein_coding
ENSG00000248905	ENSG00000248905.10	ENST00000672206	ENST00000672206.1	FMN1	formin 1 [Source:HGNC Symbol;Acc:HGNC:3768]	15	32765544	33194714	protein_coding
ENSG00000133895	ENSG00000133895.19	ENST00000672304	ENST00000672304.1	MEN1	menin 1 [Source:HGNC Symbol;Acc:HGNC:7010]	11	64803510	64811294	protein_coding
ENSG00000169814	ENSG00000169814.17	ENST00000672336	ENST00000672336.1	BTD	biotinidase [Source:HGNC Symbol;Acc:HGNC:1122]	3	15601341	15722311	protein_coding
ENSG00000075239	ENSG00000075239.14	ENST00000672354	ENST00000672354.1	ACAT1	acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]	11	108116695	108147603	protein_coding
ENSG00000075239	ENSG00000075239.14	ENST00000672367	ENST00000672367.1	ACAT1	acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]	11	108116695	108147603	protein_coding
ENSG00000070808	ENSG00000070808.17	ENST00000672479	ENST00000672479.1	CAMK2A	calcium/calmodulin dependent protein kinase II alpha [Source:HGNC Symbol;Acc:HGNC:1460]	5	150219491	150290093	protein_coding
ENSG00000156983	ENSG00000156983.17	ENST00000672515	ENST00000672515.2	BRPF1	bromodomain and PHD finger containing 1 [Source:HGNC Symbol;Acc:HGNC:14255]	3	9731729	9748019	protein_coding
ENSG00000061938	ENSG00000061938.21	ENST00000672548	ENST00000672548.1	TNK2	tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]	3	195863364	195911945	protein_coding
ENSG00000204967	ENSG00000204967.13	ENST00000672575	ENST00000672575.1	PCDHA4	protocadherin alpha 4 [Source:HGNC Symbol;Acc:HGNC:8670]	5	140807037	141012347	protein_coding
ENSG00000204842	ENSG00000204842.18	ENST00000672613	ENST00000672613.1	ATXN2	ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555]	12	111443485	111599676	protein_coding
ENSG00000134343	ENSG00000134343.14	ENST00000672621	ENST00000672621.1	ANO3	anoctamin 3 [Source:HGNC Symbol;Acc:HGNC:14004]	11	26188842	26663289	protein_coding
ENSG00000134575	ENSG00000134575.13	ENST00000672636	ENST00000672636.2	ACP2	acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:123]	11	47239302	47248906	protein_coding
ENSG00000118096	ENSG00000118096.10	ENST00000672656	ENST00000672656.2	IFT46	intraflagellar transport 46 [Source:HGNC Symbol;Acc:HGNC:26146]	11	118544528	118572970	protein_coding
ENSG00000070808	ENSG00000070808.17	ENST00000672752	ENST00000672752.1	CAMK2A	calcium/calmodulin dependent protein kinase II alpha [Source:HGNC Symbol;Acc:HGNC:1460]	5	150219491	150290093	protein_coding
ENSG00000070808	ENSG00000070808.17	ENST00000672785	ENST00000672785.1	CAMK2A	calcium/calmodulin dependent protein kinase II alpha [Source:HGNC Symbol;Acc:HGNC:1460]	5	150219491	150290093	protein_coding
ENSG00000070808	ENSG00000070808.17	ENST00000672829	ENST00000672829.1	CAMK2A	calcium/calmodulin dependent protein kinase II alpha [Source:HGNC Symbol;Acc:HGNC:1460]	5	150219491	150290093	protein_coding
ENSG00000211456	ENSG00000211456.14	ENST00000672858	ENST00000672858.2	SACM1L	SAC1 like phosphatidylinositide phosphatase [Source:HGNC Symbol;Acc:HGNC:17059]	3	45689056	45745412	protein_coding
ENSG00000061938	ENSG00000061938.21	ENST00000672887	ENST00000672887.2	TNK2	tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]	3	195863364	195911945	protein_coding
ENSG00000075239	ENSG00000075239.14	ENST00000672907	ENST00000672907.1	ACAT1	acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]	11	108116695	108147603	protein_coding
ENSG00000139163	ENSG00000139163.16	ENST00000672951	ENST00000672951.1	ETNK1	ethanolamine kinase 1 [Source:HGNC Symbol;Acc:HGNC:24649]	12	22625075	22690665	protein_coding
ENSG00000061938	ENSG00000061938.21	ENST00000673038	ENST00000673038.1	TNK2	tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]	3	195863364	195911945	protein_coding
ENSG00000061938	ENSG00000061938.21	ENST00000673420	ENST00000673420.1	TNK2	tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]	3	195863364	195911945	protein_coding
ENSG00000204842	ENSG00000204842.18	ENST00000673436	ENST00000673436.1	ATXN2	ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555]	12	111443485	111599676	protein_coding
ENSG00000204842	ENSG00000204842.18	ENST00000673449	ENST00000673449.1	ATXN2	ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555]	12	111443485	111599676	protein_coding
ENSG00000169814	ENSG00000169814.17	ENST00000673467	ENST00000673467.1	BTD	biotinidase [Source:HGNC Symbol;Acc:HGNC:1122]	3	15601341	15722311	protein_coding
ENSG00000250447	ENSG00000250447.6	ENST00000673597	ENST00000673597.1	LINC02105	long intergenic non-protein coding RNA 2105 [Source:HGNC Symbol;Acc:HGNC:52960]	5	53776048	53819722	lncRNA
ENSG00000182606	ENSG00000182606.17	ENST00000673621	ENST00000673621.2	TRAK1	trafficking kinesin protein 1 [Source:HGNC Symbol;Acc:HGNC:29947]	3	42013802	42225890	protein_coding
ENSG00000139154	ENSG00000139154.16	ENST00000673644	ENST00000673644.1	AEBP2	AE binding protein 2 [Source:HGNC Symbol;Acc:HGNC:24051]	12	19404045	19720801	protein_coding
ENSG00000288549	ENSG00000288549.1	ENST00000673659	ENST00000673659.1		novel trancript	5	1639627	1644700	lncRNA
ENSG00000080709	ENSG00000080709.17	ENST00000673685	ENST00000673685.1	KCNN2	potassium calcium-activated channel subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:6291]	5	114055926	114496500	protein_coding
ENSG00000110243	ENSG00000110243.12	ENST00000673688	ENST00000673688.1	APOA5	apolipoprotein A5 [Source:HGNC Symbol;Acc:HGNC:17288]	11	116789367	116792420	protein_coding
ENSG00000288528	ENSG00000288528.1	ENST00000673690	ENST00000673690.1		novel transcript	11	102316173	102328586	lncRNA
ENSG00000092529	ENSG00000092529.26	ENST00000673692	ENST00000673692.1	CAPN3	calpain 3 [Source:HGNC Symbol;Acc:HGNC:1480]	15	42359498	42412949	protein_coding
ENSG00000076242	ENSG00000076242.17	ENST00000673715	ENST00000673715.1	MLH1	mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127]	3	36993226	37050896	protein_coding
ENSG00000206190	ENSG00000206190.13	ENST00000673716	ENST00000673716.1	ATP10A	ATPase phospholipid transporting 10A (putative) [Source:HGNC Symbol;Acc:HGNC:13542]	15	25677273	25865184	protein_coding
ENSG00000092529	ENSG00000092529.26	ENST00000673743	ENST00000673743.1	CAPN3	calpain 3 [Source:HGNC Symbol;Acc:HGNC:1480]	15	42359498	42412949	protein_coding
