NCBI GeneID	Symbol	Description	Gene Type
118568585	Gm42922	predicted gene 42922	PROTEIN_CODING
118568586	Gm42921	predicted gene 42921	ncRNA
118568587	Gm54174	predicted gene, 54174	ncRNA
118568588	Gm54175	predicted gene, 54175	ncRNA
118568589	Gm54176	predicted gene, 54176	ncRNA
118568590	Gm54177	predicted gene, 54177	ncRNA
118568591	Gm54178	predicted gene, 54178	ncRNA
118568592	Gm54179	predicted gene, 54179	ncRNA
118568593	Gm54180	predicted gene, 54180	PROTEIN_CODING
118568594	Gm54181	predicted gene, 54181	PROTEIN_CODING
118568595	Gm54182	predicted gene, 54182	ncRNA
118568596	LOC118568596	uncharacterized LOC118568596	ncRNA
118568597	Gm54183	predicted gene, 54183	ncRNA
118568598	Gm54184	predicted gene, 54184	ncRNA
118568599	Gm54185	predicted gene, 54185	ncRNA
118568600	Gm42707	predicted gene 42707	ncRNA
118568601	Gm54186	predicted gene, 54186	ncRNA
118568602	Gm54187	predicted gene, 54187	ncRNA
118568603	Gm54188	predicted gene, 54188	ncRNA
118568604	Gm54189	predicted gene, 54189	ncRNA
118568605	Gm54190	predicted gene, 54190	ncRNA
118568606	Gm54191	predicted gene, 54191	ncRNA
118568607	Gm54192	predicted gene, 54192	PROTEIN_CODING
118568608	Gm54193	predicted gene, 54193	ncRNA
118568609	Gm54194	predicted gene, 54194	ncRNA
118568610	Gm54195	predicted gene, 54195	ncRNA
118568611	Gm54196	predicted gene, 54196	ncRNA
118568612	Gm54197	predicted gene, 54197	PROTEIN_CODING
118568613	Gm54198	predicted gene, 54198	ncRNA
118568614	Gm54199	predicted gene, 54199	ncRNA
118568615	Gm54200	predicted gene, 54200	ncRNA
118568616	Gm54201	predicted gene, 54201	ncRNA
118568617	Gm54202	predicted gene, 54202	ncRNA
118568618	LOC118568618	uncharacterized LOC118568618	ncRNA
118568619	Gm54203	predicted gene, 54203	ncRNA
118568620	Gm54204	predicted gene, 54204	ncRNA
118568621	LOC118568621	uncharacterized LOC118568621	ncRNA
118568622	Gm54205	predicted gene, 54205	ncRNA
118568623	Gm54206	predicted gene, 54206	ncRNA
118568624	Gm54207	predicted gene, 54207	ncRNA
118568625	Gm43526	predicted gene 43526	ncRNA
118568626	Gm43351	predicted gene 43351	ncRNA
118568627	LOC118568627	testis-specific gene A8 protein-like	PROTEIN_CODING
118568628	LOC118568628	uncharacterized LOC118568628	ncRNA
118568629	Gm54208	predicted gene, 54208	ncRNA
118568630	Gm54209	predicted gene, 54209	ncRNA
118568631	Gm54210	predicted gene, 54210	ncRNA
118568632	Gm54211	predicted gene, 54211	PROTEIN_CODING
118568633	Gm54212	predicted gene, 54212	ncRNA
118568634	Gm54213	predicted gene, 54213	PROTEIN_CODING
118568635	LOC118568635	uncharacterized LOC118568635	ncRNA
118568636	LOC118568636	uncharacterized LOC118568636	ncRNA
118568637	LOC118568637	60S ribosomal protein L13-like	PROTEIN_CODING
118568638	Gm54214	predicted gene, 54214	ncRNA
118568639	LOC118568639	60S acidic ribosomal protein P1-like	PROTEIN_CODING
118568640	Gm36953	predicted gene, 36953	PSEUDO
118568641	LOC118568641	40S ribosomal protein S2-like	PSEUDO
118568642	LOC118568642	calcium-activated chloride channel regulator 4A-like	PSEUDO
118568643	Trnak-cuu	transfer RNA lysine (anticodon CUU)	tRNA
118568644	Gm54215	predicted gene, 54215	PROTEIN_CODING
118568645	Gm54216	predicted gene, 54216	PROTEIN_CODING
118568646	Gm21980	predicted gene 21980	ncRNA
118568647	LOC118568647	uncharacterized LOC118568647	ncRNA
118568648	Gm54217	predicted gene, 54217	ncRNA
118568649	Gm54218	predicted gene, 54218	ncRNA
118568650	Gm54219	predicted gene, 54219	PROTEIN_CODING
118568651	Gm54220	predicted gene, 54220	ncRNA
118568652	Gm54221	predicted gene, 54221	PROTEIN_CODING
118568653	Gm54222	predicted gene, 54222	PROTEIN_CODING
118568654	Gm54223	predicted gene, 54223	ncRNA
118568655	LOC118568655	uncharacterized LOC118568655	ncRNA
118568656	Gm54224	predicted gene, 54224	ncRNA
118568657	Gm12439	predicted gene 12439	PSEUDO
118568658	Gm54225	predicted gene, 54225	ncRNA
118568659	Gm54226	predicted gene, 54226	ncRNA
118568660	Gm54227	predicted gene, 54227	ncRNA
118568661	Gm54228	predicted gene, 54228	ncRNA
118568662	Gm54229	predicted gene, 54229	PROTEIN_CODING
118568663	Gm54230	predicted gene, 54230	ncRNA
118568664	Gm54231	predicted gene, 54231	ncRNA
118568665	Gm54232	predicted gene, 54232	ncRNA
118568666	Gm54233	predicted gene, 54233	ncRNA
118568667	Gm54234	predicted gene, 54234	ncRNA
118568668	Gm54235	predicted gene, 54235	ncRNA
118568669	LOC118568669	uncharacterized LOC118568669	ncRNA
118568670	Gm54236	predicted gene, 54236	ncRNA
118568671	Gm54237	predicted gene, 54237	ncRNA
118568672	Gm54238	predicted gene, 54238	ncRNA
118568673	Gm54239	predicted gene, 54239	ncRNA
118568674	Gm54240	predicted gene, 54240	ncRNA
118568675	Gm54241	predicted gene, 54241	ncRNA
118568676	Gm54242	predicted gene, 54242	ncRNA
118568677	LOC118568677	uncharacterized LOC118568677	ncRNA
118568678	Gm54243	predicted gene, 54243	ncRNA
118568679	Gm54244	predicted gene, 54244	ncRNA
118568680	Gm54245	predicted gene, 54245	ncRNA
118568681	Gm54246	predicted gene, 54246	ncRNA
118568682	Gm54247	predicted gene, 54247	ncRNA
118568683	Gm54248	predicted gene, 54248	PROTEIN_CODING
118568684	Gm54249	predicted gene, 54249	ncRNA
118568685	Gm54250	predicted gene, 54250	ncRNA
118568686	Gm54251	predicted gene, 54251	ncRNA
118568687	Gm54252	predicted gene, 54252	ncRNA
118568688	Gm54253	predicted gene, 54253	ncRNA
118568689	Gm54254	predicted gene, 54254	ncRNA
118568690	Gm54255	predicted gene, 54255	ncRNA
118568691	Gm54256	predicted gene, 54256	ncRNA
118568692	Gm54257	predicted gene, 54257	ncRNA
118568693	Gm54258	predicted gene, 54258	ncRNA
118568694	Gm54259	predicted gene, 54259	ncRNA
118568695	Gm54260	predicted gene, 54260	ncRNA
118568696	LOC118568696	uncharacterized LOC118568696	ncRNA
118568697	Gm54261	predicted gene, 54261	ncRNA
118568698	Gm54262	predicted gene, 54262	ncRNA
118568699	Gm54263	predicted gene, 54263	ncRNA
118568700	Gm54264	predicted gene, 54264	ncRNA
118568701	Gm54265	predicted gene, 54265	ncRNA
118568702	Gm54266	predicted gene, 54266	PROTEIN_CODING
118568703	Gm54267	predicted gene, 54267	ncRNA
118568704	LOC118568704	high mobility group protein B1-like	PSEUDO
118568705	Gm54268	predicted gene, 54268	PROTEIN_CODING
118568706	Gm54269	predicted gene, 54269	PSEUDO
118568707	Gm54270	predicted gene, 54270	ncRNA
118568708	LOC118568708	uncharacterized LOC118568708	ncRNA
118568709	Gm54271	predicted gene, 54271	PROTEIN_CODING
118568710	Gm16333	predicted gene 16333	ncRNA
118568711	Gm54272	predicted gene, 54272	ncRNA
118568712	Gm54273	predicted gene, 54273	ncRNA
118568713	Gm47252	predicted gene, 47252	ncRNA
118568714	Gm54274	predicted gene, 54274	ncRNA
118568715	Gm54275	predicted gene, 54275	PROTEIN_CODING
118568716	Gm54276	predicted gene, 54276	PROTEIN_CODING
118568717	Gm54277	predicted gene, 54277	ncRNA
118568718	LOC118568718	NADH-ubiquinone oxidoreductase chain 5-like	PROTEIN_CODING
118568719	Gm11411	predicted gene 11411	PSEUDO
118568720	Gm54278	predicted gene, 54278	PROTEIN_CODING
118568721	Gm54279	predicted gene, 54279	PROTEIN_CODING
118568722	Gm54280	predicted gene, 54280	ncRNA
118568723	Gm54281	predicted gene, 54281	ncRNA
118568724	Gm54282	predicted gene, 54282	ncRNA
118568725	Gm54283	predicted gene, 54283	PSEUDO
118568726	LOC118568726	uncharacterized LOC118568726	ncRNA
118568727	Gm54284	predicted gene, 54284	ncRNA
118568728	Gm54285	predicted gene, 54285	ncRNA
118568729	Gm54286	predicted gene, 54286	ncRNA
118568730	Gm54287	predicted gene, 54287	ncRNA
118568731	Gm54288	predicted gene, 54288	ncRNA
118568732	Gm42632	predicted gene 42632	ncRNA
118568733	Gm54289	predicted gene, 54289	ncRNA
118568734	Gm15985	predicted gene 15985	ncRNA
118568735	Gm54290	predicted gene, 54290	ncRNA
118568736	Gm54291	predicted gene, 54291	ncRNA
118568737	Gm54292	predicted gene, 54292	ncRNA
118568738	Gm54293	predicted gene, 54293	PSEUDO
118568739	Gm54294	predicted gene, 54294	ncRNA
118568740	Gm54295	predicted gene, 54295	ncRNA
118568741	Gm54296	predicted gene, 54296	ncRNA
118568742	Gm43093	predicted gene 43093	ncRNA
118568743	Gm54297	predicted gene, 54297	ncRNA
118568744	Gm42614	predicted gene 42614	ncRNA
118568745	Gm54298	predicted gene, 54298	ncRNA
118568746	Gm42745	predicted gene 42745	ncRNA
118568747	Gm54299	predicted gene, 54299	ncRNA
118568748	Gm54300	predicted gene, 54300	ncRNA
118568749	LOC118568749	uncharacterized LOC118568749	ncRNA
118568750	Gm54301	predicted gene, 54301	ncRNA
118568751	Gm54302	predicted gene, 54302	PROTEIN_CODING
118568752	Gm54303	predicted gene, 54303	PSEUDO
118568753	LOC118568753	translation initiation factor IF-2-like	PROTEIN_CODING
118568754	Gm54304	predicted gene, 54304	ncRNA
118568755	Gm54305	predicted gene, 54305	ncRNA
118568756	Gm54306	predicted gene, 54306	ncRNA
118568757	Gm54307	predicted gene, 54307	ncRNA
118568758	Gm17112	predicted gene 17112	ncRNA
118568759	Gm54308	predicted gene, 54308	ncRNA
118568760	LOC118568760	uncharacterized LOC118568760	ncRNA
118568761	LOC118568761	uncharacterized LOC118568761	ncRNA
118568762	LOC118568762	uncharacterized LOC118568762	ncRNA
118568763	Gm54309	predicted gene, 54309	ncRNA
118568764	Gm54310	predicted gene, 54310	ncRNA
118568765	Gm54311	predicted gene, 54311	ncRNA
118568766	Gm54312	predicted gene, 54312	ncRNA
118568767	Gm54313	predicted gene, 54313	ncRNA
118568768	Gm54314	predicted gene, 54314	ncRNA
118568769	Gm54315	predicted gene, 54315	ncRNA
118568770	Gm54316	predicted gene, 54316	ncRNA
118568771	Gm54317	predicted gene, 54317	ncRNA
118568772	Gm54318	predicted gene, 54318	ncRNA
118568773	LOC118568773	uncharacterized LOC118568773	ncRNA
118568774	Gm54319	predicted gene, 54319	PSEUDO
118568775	Gm54320	predicted gene, 54320	ncRNA
118568776	Gm54321	predicted gene, 54321	ncRNA
118568777	Gm54322	predicted gene, 54322	ncRNA
118568778	Gm54323	predicted gene, 54323	ncRNA
118568779	Gm54324	predicted gene, 54324	ncRNA
118568780	Gm54325	predicted gene, 54325	ncRNA
118568781	LOC118568781	ribosome biogenesis regulatory protein homolog	PSEUDO
118568782	LOC118568782	ribosome biogenesis regulatory protein homolog	PSEUDO
118568783	Gm54326	predicted gene, 54326	PROTEIN_CODING
118568784	LOC118568784	uncharacterized LOC118568784	ncRNA
118568785	Gm54327	predicted gene, 54327	ncRNA
118568786	Gm54328	predicted gene, 54328	ncRNA
118568787	Gm54329	predicted gene, 54329	ncRNA
118568788	Gm43225	predicted gene 43225	PSEUDO
118568789	Gm54330	predicted gene, 54330	ncRNA
118568790	Gm54331	predicted gene, 54331	PSEUDO
118568791	Gm54332	predicted gene, 54332	ncRNA
118568792	Gm54333	predicted gene, 54333	PROTEIN_CODING
118568793	Gm54334	predicted gene, 54334	PROTEIN_CODING
118568794	Gm54335	predicted gene, 54335	PSEUDO
118568795	LOC118568795	uncharacterized LOC118568795	ncRNA
118568796	Gm54336	predicted gene, 54336	ncRNA
118568797	LOC118568797	uncharacterized LOC118568797	ncRNA
118568798	Gm54337	predicted gene, 54337	ncRNA
119065974	Gm45902	predicted gene 45902	PROTEIN_CODING
119086081	Gm26917	predicted gene, 26917	ncRNA
119407409	Gm26524	predicted gene, 26524	PROTEIN_CODING
119407410	AK013988	expressed sequence AK013988	PROTEIN_CODING
119919411	LOC119919411	Uncharacterized LOC119919411	ncRNA
119919412	LOC119919412	Uncharacterized LOC119919412	ncRNA
12031	Bc1-ps1	brain cytoplasmic RNA 1, pseudogene 1	PSEUDO
12046	Bcl2a1c	B cell leukemia/lymphoma 2 related protein A1c	PROTEIN_CODING
120623199	Gm44827	predicted gene 44827	ncRNA
120623200	Gm26708	predicted gene, 26708	ncRNA
12066	Bemv1	B-26 envelope mouse retrovirus	OTHER
12067	Ube2n-ps1	ubiquitin-conjugating enzyme E2N, pseudogene 1	PSEUDO
121811709	Smim39	small integral membrane protein 39	PROTEIN_CODING
121811722	Smim36	small integral membrane protein 36	PROTEIN_CODING
122152370	LOC122152370	uncharacterized LOC122152370	PROTEIN_CODING
122526778	Sagsin1	salivary gland specific protein SAGSIN1	PROTEIN_CODING
122526781	LOC122526781	uncharacterized LOC122526781	PROTEIN_CODING
12270	C4bp-ps1	complement component 4 binding protein, pseudogene 1	PSEUDO
123477722	Cirbil	cardiac injury-related Bclaf1-inhibiting lncRNA	ncRNA
123956256	Ripply2-cyb5r4	Ripply2-Cyb5r4 readthrough	PROTEIN_CODING
12397	Cbfa2t2-ps1	CBFA2/RUNX1 translocation partner 2, pseudogene 1	PSEUDO
12456	Ccpn-ps	calcyphosine, pseudogene	PSEUDO
125179616	Gje1-vta1	gap junction protein, epsilon 1-vesicle (multivesicular body) trafficking 1 readthrough	PROTEIN_CODING
125480935	Tmem276	transmembrane protein 276	PROTEIN_CODING
125488414	Tmem276-zftraf1	Tmem276-zftraf1 readthrough	PROTEIN_CODING
12624	Cet1	cerebellum expressed transcript 1	
12706	Ckb-ps2	creatine kinase, brain, pseudogene 2	PSEUDO
12707	Ck-ps2	creatine kinase pseudogene 2	PSEUDO
12708	Ck-ps3	creatine kinase pseudogene 3	PSEUDO
12718	ckrtgr	ckr transgene region	OTHER
12979	Csf1r-ps	colony stimulating factor 1 receptor (granulocyte), pseudogene	PSEUDO
13064	Cycs-ps1	cytochrome c, pseudogene 1	PSEUDO
13065	Cycs-ps2	cytochrome c, pseudogene 2	PSEUDO
13066	Cycs-ps3	cytochrome c, pseudogene 3	PSEUDO
13219	Defa-rs10	defensin, alpha, related sequence 10	PROTEIN_CODING
13221	Defa-rs12	defensin, alpha, related sequence 12	PROTEIN_CODING
13223	Defa-rs4	defensin, alpha,, related sequence 4	PROTEIN_CODING
13226	Defa31	defensin, alpha, 31	PROTEIN_CODING
13229	Defa10	defensin, alpha, 10	PROTEIN_CODING
13230	Defa11	defensin, alpha, 11	PROTEIN_CODING
13231	Defa12	defensin, alpha, 12	PROTEIN_CODING
13232	Defa13	defensin, alpha, 13	PROTEIN_CODING
13233	Defa14	defensin, alpha, 14	PROTEIN_CODING
13234	Defa15	defensin, alpha, 15	PROTEIN_CODING
13235	Defa16	defensin, alpha, 16	PROTEIN_CODING
13241	Defa7	defensin, alpha, 7	PROTEIN_CODING
13242	Defa8	defensin, alpha, 8	PROTEIN_CODING
13243	Defa9	defensin, alpha, 9	PROTEIN_CODING
13249	Del(1)3H	deletion, Chr 1, Harwell 3	OTHER
13250	Del(1)42H	deletion, Chr 1, Harwell 42	OTHER
13251	Del(1)55H	deletion, Chr 1, Harwell 55	OTHER
13252	Del(1)57H	deletion, Chr 1, Harwell 57	OTHER
13253	Del(1)58H	deletion, Chr 1, Harwell 58	OTHER
13254	Del(1)66H	deletion, Chr 1, Harwell 66	OTHER
13255	Del(1)6H	deletion, Chr 1, Harwell 6	OTHER
13256	Del(1)70H	deletion, Chr 1, Harwell 70	OTHER
13257	Del(10)12H	deletion, Chr 10, Harwell 12	OTHER
13258	Del(10)13H	deletion, Chr 10, Harwell 13	OTHER
13259	Del(10)1H	deletion, Chr 10, Harwell 1	OTHER
13260	Del(10)21H	deletion, Chr 10, Harwell 21	OTHER
13261	Del(10)2H	deletion, Chr 10, Harwell 2	OTHER
13262	Del(10)41H	deletion, Chr 10, Harwell 41	OTHER
13263	Del(10)65H	deletion, Chr 10, Harwell 65	OTHER
13264	Del(10)69H	deletion, Chr 10, Harwell 69	OTHER
13265	Del(10)8H	deletion, Chr 10, Harwell 8	OTHER
13266	Del(10)9H	deletion, Chr 10, Harwell 9	OTHER
13267	Del(12)75H	deletion, Chr 12, Harwell 75	OTHER
13269	Del(13)52H	deletion, Chr 13, Harwell 52	OTHER
13270	Del(13)81H	deletion, Chr 13, Harwell 81	OTHER
13271	Del(14)10H	deletion, Chr 14, Harwell 10	OTHER
13272	Del(14)14H	deletion, Chr 14, Harwell 14	OTHER
13273	Del(14)15H	deletion, Chr 14, Harwell 15	OTHER
13274	Del(14)19H	deletion, Chr 14, Harwell 19	OTHER
13275	Del(14)22H	deletion, Chr 14, Harwell 22	OTHER
13276	Del(14)23H	deletion, Chr 14, Harwell 23	OTHER
13277	Del(14)28H	deletion, Chr 14, Harwell 28	OTHER
13278	Del(14)29H	deletion, Chr 14, Harwell 29	OTHER
13279	Del(14)30H	deletion, Chr 14, Harwell 30	OTHER
13280	Del(14)31H	deletion, Chr 14, Harwell 31	OTHER
13281	Del(14)32H	deletion, Chr 14, Harwell 32	OTHER
13282	Del(14)38H	deletion, Chr 14, Harwell 38	OTHER
13283	Del(14)39H	deletion, Chr 14, Harwell 39	OTHER
13284	Del(14)40H	deletion, Chr 14, Harwell 40	OTHER
13285	Del(14)45H	deletion, Chr 14, Harwell 45	OTHER
13286	Del(14)46H	deletion, Chr 14, Harwell 46	OTHER
13287	Del(14)5H	deletion, Chr 14, Harwell 5	OTHER
13288	Del(14)60H	deletion, Chr 14, Harwell 60	OTHER
13291	Del(16)34H	deletion, Chr 16, Harwell 34	OTHER
13292	Del(16)51H	deletion, Chr 16, Harwell 51	OTHER
13293	Del(17)11H	deletion, Chr 17, Harwell 11	OTHER
13294	Del(17)18H	deletion, Chr 17, Harwell 18	OTHER
13295	Del(17)1t<w18>-d	deletion, Chr 17, t<w18> 1, distal	OTHER
13296	Del(17)1t<w18>-p	deletion, Chr 17, t<w18> 1, proximal	OTHER
13298	Del(18)20H	deletion, Chr 18, Harwell 20	OTHER
13299	Del(19)Tg8052Mm	deletion, Chr 19, transgene elicited, M. Meisler	OTHER
13300	Del(2)35H	deletion, Chr 2, Harwell 35	OTHER
13301	Del(2)59H	deletion, Chr 2, Harwell 59	OTHER
13302	Del(2)Usc1	deletion, Chr 2, University of Southern California 1	OTHER
13303	Del(3)1Rn	deletion, Chr 3, Rinchik 1	OTHER
13304	Del(3)48H	deletion, Chr 3, Harwell 48	OTHER
13305	Del(3)54H	deletion, Chr 3, Harwell 54	OTHER
13306	Del(3)61H	deletion, Chr 3, Harwell 61	OTHER
13307	Del(3)64H	deletion, Chr 3, Harwell 64	OTHER
13308	Del(3)76H	deletion, Chr 8, Harwell 76	OTHER
13309	Del(4)16H	deletion, Chr 4, Harwell 16	OTHER
13310	Del(4)17H	deletion, Chr 4, Harwell 17	OTHER
13311	Del(4)53H	deletion, Chr 4, Harwell 53	OTHER
13312	Del(5)25H	deletion, Chr 5, Harwell 25	OTHER
13313	Del(5)43H	deletion, Chr 5, Harwell 43	OTHER
13314	Del(5)47H	deletion, Chr 5, Harwell 47	OTHER
13315	Del(5)68H	deletion, Chr 5, Harwell 68	OTHER
13316	Del(5)73H	deletion, Chr 5, Harwell 73	OTHER
13317	Del(6)26H	deletion, Chr 6, Harwell 26	OTHER
13318	Del(7)Tyr<c-25H>	deletion, Chr 7, albino Harwell 25	OTHER
13319	Del(7)49H	deletion, Chr 7, Harwell 49	OTHER
13320	Del(7)56H	deletion, Chr 7, Harwell 56	OTHER
13321	Del(7)Tyr<c-3H>-p	deletion, Chr 7, Tyr c-3H, proximal	OTHER
13322	Del(8)44H	deletion, Chr 8, Harwell 44	OTHER
13323	Del(8)50H	deletion, Chr 8, Harwell 50	OTHER
13324	Del(8)62H	deletion, Chr 8, Harwell 62	OTHER
13325	Del(8)71H	deletion, Chr 8, Harwell 71	OTHER
13326	Del(8)72H	deletion, Chr 8, Harwell 72	OTHER
13327	Del(8)74H	deletion, Chr 8, Harwell 74	OTHER
13328	Del(8A4-B3)7H	deletion, Chr8, Harwell 7	OTHER
13329	Del(9)4H	deletion, Chr 9, Harwell 4	OTHER
13330	Del(9)63H	deletion, Chr 9, Harwell 63	OTHER
13332	Del(Y)1Ct-d	deletion, Chr Y, 1 Cattanach, distal breakpoint	OTHER
13333	Del(Y)1Ct-p	deletion, Chr Y, 1 Cattanach, proximal breakpoint	OTHER
13335	Del(Y)Sxrb<Rlll>-d	deletion, Chr Y, Sxrb, Rlll, Cattanach, distal breakpoint	OTHER
13336	Del(Y)Sxrb<Rlll>-p	deletion, Chr Y, Sxrb, Rlll, Cattanach, proximal breakpoint	OTHER
13397	Dlx6os2	distal-less homeobox 6, opposite strand 2	ncRNA
13451	Is(13;1)4H	insertion, Chr 13 and 1, Harwell 4	OTHER
13452	Dp(1)6H	duplication, Chr 1, Harwell 6	OTHER
13453	Dp(12)7H	duplication, Chr 12, Harwell 7	OTHER
13454	Dp(12)9H	duplication, Chr 12, Harwell 9	OTHER
13455	Dp(13)17H	duplication, Chr 13, Harwell 17	OTHER
13456	Dp(14)18H	duplication, Chr 14, Harwell 18	OTHER
13457	Dp(14)2H	duplication, Chr 14, Harwell 2	OTHER
13458	Dp(15)5H	duplication, Chr 15, Harwell 5	OTHER
13459	Dp(16)15H	duplication, Chr 16, Harwell 15	OTHER
13460	Dp(16)8H	duplication, Chr 16, Harwell 8	OTHER
13461	Dp(17)1	duplication, Chr 17	OTHER
13462	Dp(17)1t<w18>	duplication, Chr 17, t<w18> 1	OTHER
13463	Dp(18)4H	duplication, Chr 18, Harwell 4	OTHER
13464	Dp(18Hc)1H	duplication, Chr 18 heterochromatin, Harwell 1	OTHER
13465	Dp(2)11H	duplication, Chr 2, Harwell 11	OTHER
13466	Dp(3)10H	duplication, Chr 3, Harwell 10	OTHER
13469	Dp(7)19H	duplication, Chr 7, Harwell 19	OTHER
13470	Dp(7)1H	duplication, Chr 7, Harwell 1	OTHER
13471	Dp(7)1Rl	duplication, Chr 7, Russell 1	OTHER
13472	Dp(9)12H	duplication, Chr 9, Harwell 12	OTHER
13473	Dp(9)14H	duplication, Chr 9, Harwell 14	OTHER
13474	Dp(9)3H	duplication, Chr 9, Harwell 3	OTHER
13475	Dp(Hc18)	duplication, heterochromatin region, Chr 18	OTHER
13502	Drr2	developmentally regulated repeat element-containing transcript 2	OTHER
13674	Eif4a-ps4	eukaryotic translation initiation factor 4A, pseudogene 4	PSEUDO
13927	X83325	EST X83325	PROTEIN_CODING
13933	X83338	EST X83338	
13935	X83348	EST X83348	PROTEIN_CODING
13938	X83360	EST X83360	
13957	X83313	EST X83313	
13980	X83319	EST X83319	PROTEIN_CODING
13995	Etohd1	ethanol decreased 1	PROTEIN_CODING
13996	Etohd2	ethanol decreased 2	ncRNA
13997	Etohd3	ethanol decreased 3	PROTEIN_CODING
13999	Gm14288	predicted gene 14288	PROTEIN_CODING
14001	Etohi3	ethanol induced 3	PROTEIN_CODING
14003	Etohi5	ethanol induced 5	PROTEIN_CODING
14005	Etohi7	ethanol induced 7	PROTEIN_CODING
14006	Etohi8	ethanol induced 8	
14016	Evi12	ecotropic viral integration site 12	PROTEIN_CODING
